@,dd/mm/yy,hh:min:sec,V1(V),V2(V),V3(V),V12(V),V23(V),V31(V),FRQ1(Hz),FRQ2(Hz),FRQ3(Hz),I1(A),I2(A),I3(A),Isum(A),In(A),ILeak(A),P1(Kw),P2(Kw),P3(Kw),PT(Kw),Q1(Kvar),Q2(Kvar),Q3(Kvar),QT(Kvar),S1(Kva),S2(Kva),S3(Kva),ST(Kva),PF1,PF2,PF3,PFT,Angle1(Degree),Angle2(Degree),Angle3(Degree),%ILoad,%PLoad,EA1 Import (Kwh),EA2 Import (Kwh),EA3 Import(Kwh),EAT Import(Kwh),EA1 Export(Kwh),EA2 Export(Kwh),EA3 Export(Kwh),EAT Export(Kwh),EA1 Net(Kwh),EA2 Net(Kwh),EA3 Net(Kwh),EAT Net(Kwh),ER1 Ind(Kvarh),ER2 Ind(Kvarh),ER3 Ind(Kvarh),ERT Ind(Kvarh),ER1 Cap(Kvarh),ER2 Cap(Kvarh),ER3 Cap(Kvarh),ERT Cap(Kvarh),ER1 Net(Kvarh),ER2 Net(Kvarh),ER3 Net(Kvarh),ERT Net(Kvarh),EVA1 (Kvah),EVA2 (Kvah),EVA3 (Kvah),EVAT (Kvah),EON month(Kwh),EOFF month(Kwh),EHOL month(Kwh),EMonth(Kwh)
@,11/06/18,10:48:00,225.0,225.4,226.1,389.6,390.9,391.1,49.99,49.99,49.99,1.349,1.054,1.309,0.000,0.000,0.000,0.190,0.000,0.132,0.322,0.000,0.000,0.000,0.000,0.305,0.235,0.297,0.837,0.618,1.000,-0.451,0.384,7.7,16.3,357.3,1.2,0.3,0.675,0.654,0.665,1.994,0.000,0.000,0.000,0.000,0.675,0.654,0.665,1.994,0.467,0.478,0.462,1.407,0.000,0.000,0.000,0.000,0.467,0.478,0.462,1.407,0.852,0.844,0.849,2.545,1.994,0.000,0.000,1.994
@,11/06/18,10:49:00,225.4,225.6,226.4,389.8,391.5,391.8,50.03,50.03,50.03,1.350,1.096,1.340,0.000,0.000,0.000,0.190,0.000,0.132,0.322,0.000,0.000,0.000,0.000,0.309,0.243,0.301,0.853,0.617,1.000,-0.441,0.377,6.5,345.0,20.9,1.3,0.3,0.678,0.655,0.667,2.000,0.000,0.000,0.000,0.000,0.678,0.655,0.667,2.000,0.467,0.478,0.462,1.407,0.000,0.000,0.000,0.000,0.467,0.478,0.462,1.407,0.857,0.848,0.854,2.559,2.000,0.000,0.000,2.000
@,11/06/18,10:50:00,225.3,225.4,226.3,389.7,391.2,391.5,50.01,50.01,50.00,1.368,1.091,1.316,0.000,0.000,0.000,0.190,0.000,0.136,0.326,0.000,0.000,0.000,0.000,0.309,0.235,0.305,0.849,0.611,1.000,-0.436,0.383,2.2,18.5,6.3,1.3,0.3,0.681,0.657,0.670,2.008,0.000,0.000,0.000,0.000,0.681,0.657,0.670,2.008,0.467,0.478,0.462,1.407,0.000,0.000,0.000,0.000,0.467,0.478,0.462,1.407,0.862,0.852,0.859,2.573,2.008,0.000,0.000,2.008
@,11/06/18,10:51:00,225.2,225.4,226.2,389.6,390.9,391.7,50.04,50.03,50.03,1.351,1.046,1.345,0.000,0.000,0.000,0.190,0.000,0.132,0.322,0.000,0.000,0.000,0.000,0.305,0.243,0.297,0.845,0.615,1.000,-0.460,0.380,4.2,22.4,8.4,1.2,0.3,0.684,0.658,0.672,2.014,0.000,0.000,0.000,0.000,0.684,0.658,0.672,2.014,0.467,0.478,0.462,1.407,0.000,0.000,0.000,0.000,0.467,0.478,0.462,1.407,0.867,0.856,0.864,2.587,2.014,0.000,0.000,2.014
@,11/06/18,10:52:00,223.9,224.0,224.8,387.4,388.4,389.2,50.01,50.01,50.02,1.356,1.073,1.328,0.000,0.000,0.000,0.186,0.000,0.136,0.322,0.000,0.000,0.000,0.000,0.305,0.243,0.301,0.849,0.612,1.000,-0.450,0.379,4.8,177.8,357.5,1.3,0.3,0.687,0.660,0.674,2.021,0.000,0.000,0.000,0.000,0.687,0.660,0.674,2.021,0.467,0.478,0.462,1.407,0.000,0.000,0.000,0.000,0.467,0.478,0.462,1.407,0.872,0.860,0.869,2.601,2.021,0.000,0.000,2.021
@,11/06/18,10:53:00,224.6,224.7,225.5,388.7,389.7,390.2,50.02,50.02,50.02,1.369,1.097,1.351,0.000,0.000,0.000,0.190,0.000,0.132,0.322,0.000,0.000,0.000,0.000,0.301,0.247,0.297,0.845,0.609,1.000,-0.447,0.380,9.6,327.0,358.4,1.3,0.3,0.691,0.662,0.676,2.029,0.000,0.000,0.000,0.000,0.691,0.662,0.676,2.029,0.467,0.478,0.462,1.407,0.000,0.000,0.000,0.000,0.467,0.478,0.462,1.407,0.877,0.864,0.874,2.615,2.029,0.000,0.000,2.029
@,11/06/18,10:54:00,224.5,224.7,225.4,388.4,389.7,390.2,49.99,49.99,49.99,1.355,1.068,1.314,0.000,0.000,0.000,0.190,0.000,0.136,0.326,0.000,0.000,0.000,0.000,0.305,0.239,0.301,0.845,0.613,1.000,-0.454,0.385,6.1,10.2,341.6,1.2,0.3,0.694,0.663,0.679,2.036,0.000,0.000,0.000,0.000,0.694,0.663,0.679,2.036,0.467,0.478,0.462,1.407,0.000,0.000,0.000,0.000,0.467,0.478,0.462,1.407,0.882,0.868,0.879,2.629,2.036,0.000,0.000,2.036
@,11/06/18,10:55:00,224.9,225.0,225.7,389.2,390.3,390.7,50.04,50.04,50.04,1.371,1.128,1.309,0.000,0.000,0.000,0.190,0.099,0.132,0.421,0.000,0.000,0.000,0.000,0.305,0.252,0.297,0.854,0.619,-0.400,-0.448,0.493,11.5,325.0,21.7,1.3,0.4,0.697,0.665,0.681,2.043,0.000,0.000,0.000,0.000,0.697,0.665,0.681,2.043,0.467,0.478,0.462,1.407,0.000,0.000,0.000,0.000,0.467,0.478,0.462,1.407,0.887,0.873,0.884,2.644,2.043,0.000,0.000,2.043
@,11/06/18,10:56:00,224.7,224.8,225.5,388.7,389.8,390.4,50.00,50.00,50.00,13.486,13.508,13.305,0.000,0.000,0.000,2.470,2.441,2.449,7.361,1.734,1.783,1.704,5.220,3.027,3.031,2.998,9.055,0.815,0.805,0.817,0.813,33.6,35.4,32.2,13.4,7.4,0.732,0.699,0.715,2.146,0.000,0.000,0.000,0.000,0.732,0.699,0.715,2.146,0.492,0.504,0.487,1.483,0.000,0.000,0.000,0.000,0.492,0.504,0.487,1.483,0.931,0.916,0.927,2.774,2.145,0.000,0.000,2.145
@,11/06/18,10:57:00,224.6,224.6,225.4,388.4,389.5,390.4,50.04,50.04,50.04,13.474,13.483,13.306,0.000,0.000,0.000,2.470,2.437,2.458,7.365,1.725,1.774,1.700,5.200,3.023,3.027,2.998,9.047,0.817,0.806,0.820,0.814,34.3,35.1,32.6,13.4,7.4,0.772,0.739,0.756,2.267,0.000,0.000,0.000,0.000,0.772,0.739,0.756,2.267,0.521,0.534,0.515,1.570,0.000,0.000,0.000,0.000,0.521,0.534,0.515,1.570,0.981,0.966,0.977,2.924,2.266,0.000,0.000,2.266
@,11/06/18,10:58:00,224.3,224.4,225.2,388.1,389.1,389.8,50.03,50.04,50.03,13.375,13.390,13.227,0.000,0.000,0.000,2.445,2.416,2.437,7.299,1.717,1.762,1.688,5.167,2.998,3.002,2.973,8.973,0.816,0.806,0.818,0.813,33.9,35.4,32.4,13.3,7.3,0.813,0.780,0.797,2.390,0.000,0.000,0.000,0.000,0.813,0.780,0.797,2.390,0.550,0.563,0.544,1.657,0.000,0.000,0.000,0.000,0.550,0.563,0.544,1.657,1.031,1.016,1.027,3.074,2.388,0.000,0.000,2.388
@,11/06/18,10:59:00,224.1,224.3,225.0,387.7,388.9,389.6,50.02,50.02,50.01,13.440,13.470,13.278,0.000,0.000,0.000,2.457,2.437,2.445,7.339,1.717,1.762,1.692,5.170,3.006,3.018,2.985,9.009,0.816,0.807,0.821,0.815,33.8,34.7,32.7,13.4,7.3,0.854,0.820,0.838,2.512,0.000,0.000,0.000,0.000,0.854,0.820,0.838,2.512,0.579,0.593,0.573,1.745,0.000,0.000,0.000,0.000,0.579,0.593,0.573,1.745,1.081,1.067,1.077,3.225,2.512,0.000,0.000,2.512
@,11/06/18,11:00:00,224.1,224.2,225.0,387.7,389.0,389.3,50.00,50.00,50.00,13.551,13.569,13.382,0.000,0.000,0.000,2.486,2.461,2.474,7.421,1.721,1.766,1.692,5.178,3.034,3.039,3.010,9.083,0.819,0.809,0.823,0.817,33.8,34.5,32.3,13.5,7.4,0.895,0.861,0.879,2.635,0.000,0.000,0.000,0.000,0.895,0.861,0.879,2.635,0.608,0.623,0.601,1.832,0.000,0.000,0.000,0.000,0.608,0.623,0.601,1.832,1.131,1.117,1.127,3.375,2.635,0.000,0.000,2.635
@,11/06/18,11:01:00,224.5,224.7,225.4,388.6,389.6,390.2,50.02,50.02,50.01,13.599,13.600,13.465,0.000,0.000,0.000,2.503,2.478,2.494,7.475,1.729,1.770,1.700,5.199,3.051,3.059,3.030,9.140,0.820,0.812,0.822,0.818,32.9,34.2,33.0,13.6,7.5,0.937,0.903,0.920,2.760,0.000,0.000,0.000,0.000,0.937,0.903,0.920,2.760,0.637,0.652,0.630,1.919,0.000,0.000,0.000,0.000,0.637,0.652,0.630,1.919,1.182,1.168,1.177,3.527,2.760,0.000,0.000,2.760
